Data_Type,Variable_Name,Variable_Start,Variable_End,Variable_Length,Variable_Details_1,Variable_Details_2,Variable_Details_3,Variable_Details_4
byte,shb80_05,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_06,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_07,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_08,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_09,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_10,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_11,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_12,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_13,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_14,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_15,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_16,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_17,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_18,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_19,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_20,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_21,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_22,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_23,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_24,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_25,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_26,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_27,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_28,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_29,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_30,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_31,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_32,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_33,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_34,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb80_35,,,0,Ever undergone a breast examination for breast cancer,,,
byte,shb81_01,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_02,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_03,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_04,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_05,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_06,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_07,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_08,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_09,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_10,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_11,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_12,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_13,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_14,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_15,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_16,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_17,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_18,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_19,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_20,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_21,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_22,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_23,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_24,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_25,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_26,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_27,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_28,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_29,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_30,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_31,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_32,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_33,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_34,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shb81_35,,,0,Ever undergone an oral cavity examination for oral cancer,,,
byte,shbsel_01,,,0,Biomarker Unit selection,,,
byte,shbsel_02,,,0,Biomarker Unit selection,,,
byte,shbsel_03,,,0,Biomarker Unit selection,,,
byte,shbsel_04,,,0,Biomarker Unit selection,,,
byte,shbsel_05,,,0,Biomarker Unit selection,,,
byte,shbsel_06,,,0,Biomarker Unit selection,,,
byte,shbsel_07,,,0,Biomarker Unit selection,,,
byte,shbsel_08,,,0,Biomarker Unit selection,,,
byte,shbsel_09,,,0,Biomarker Unit selection,,,
byte,shbsel_10,,,0,Biomarker Unit selection,,,
byte,shbsel_11,,,0,Biomarker Unit selection,,,
byte,shbsel_12,,,0,Biomarker Unit selection,,,
byte,shbsel_13,,,0,Biomarker Unit selection,,,
byte,shbsel_14,,,0,Biomarker Unit selection,,,
byte,shbsel_15,,,0,Biomarker Unit selection,,,
byte,shbsel_16,,,0,Biomarker Unit selection,,,
byte,shbsel_17,,,0,Biomarker Unit selection,,,
byte,shbsel_18,,,0,Biomarker Unit selection,,,
byte,shbsel_19,,,0,Biomarker Unit selection,,,
byte,shbsel_20,,,0,Biomarker Unit selection,,,
byte,shbsel_21,,,0,Biomarker Unit selection,,,
byte,shbsel_22,,,0,Biomarker Unit selection,,,
byte,shbsel_23,,,0,Biomarker Unit selection,,,
byte,shbsel_24,,,0,Biomarker Unit selection,,,
byte,shbsel_25,,,0,Biomarker Unit selection,,,
byte,shbsel_26,,,0,Biomarker Unit selection,,,
byte,shbsel_27,,,0,Biomarker Unit selection,,,
byte,shbsel_28,,,0,Biomarker Unit selection,,,
byte,shbsel_29,,,0,Biomarker Unit selection,,,
byte,shbsel_30,,,0,Biomarker Unit selection,,,
byte,shbsel_31,,,0,Biomarker Unit selection,,,
byte,shbsel_32,,,0,Biomarker Unit selection,,,
byte,shbsel_33,,,0,Biomarker Unit selection,,,
byte,shbsel_34,,,0,Biomarker Unit selection,,,
byte,shbsel_35,,,0,Biomarker Unit selection,,,
byte,shb10c_01,,,0,Read consent statement - blood pressure,,,
byte,shb10c_02,,,0,Read consent statement - blood pressure,,,
byte,shb10c_03,,,0,Read consent statement - blood pressure,,,
byte,shb10c_04,,,0,Read consent statement - blood pressure,,,
byte,shb10c_05,,,0,Read consent statement - blood pressure,,,
byte,shb10c_06,,,0,Read consent statement - blood pressure,,,
byte,shb10c_07,,,0,Read consent statement - blood pressure,,,
byte,shb10c_08,,,0,Read consent statement - blood pressure,,,
byte,shb10c_09,,,0,Read consent statement - blood pressure,,,
byte,shb10c_10,,,0,Read consent statement - blood pressure,,,
byte,shb10c_11,,,0,Read consent statement - blood pressure,,,
byte,shb10c_12,,,0,Read consent statement - blood pressure,,,
byte,shb10c_13,,,0,Read consent statement - blood pressure,,,
byte,shb10c_14,,,0,Read consent statement - blood pressure,,,
byte,shb10c_15,,,0,Read consent statement - blood pressure,,,
byte,shb10c_16,,,0,Read consent statement - blood pressure,,,
byte,shb10c_17,,,0,Read consent statement - blood pressure,,,
byte,shb10c_18,,,0,Read consent statement - blood pressure,,,
byte,shb10c_19,,,0,Read consent statement - blood pressure,,,
byte,shb10c_20,,,0,Read consent statement - blood pressure,,,
byte,shb10c_21,,,0,Read consent statement - blood pressure,,,
byte,shb10c_22,,,0,Read consent statement - blood pressure,,,
byte,shb10c_23,,,0,Read consent statement - blood pressure,,,
byte,shb10c_24,,,0,Read consent statement - blood pressure,,,
byte,shb10c_25,,,0,Read consent statement - blood pressure,,,
byte,shb10c_26,,,0,Read consent statement - blood pressure,,,
byte,shb10c_27,,,0,Read consent statement - blood pressure,,,
byte,shb10c_28,,,0,Read consent statement - blood pressure,,,
byte,shb10c_29,,,0,Read consent statement - blood pressure,,,
byte,shb10c_30,,,0,Read consent statement - blood pressure,,,
byte,shb10c_31,,,0,Read consent statement - blood pressure,,,
byte,shb10c_32,,,0,Read consent statement - blood pressure,,,
byte,shb10c_33,,,0,Read consent statement - blood pressure,,,
byte,shb10c_34,,,0,Read consent statement - blood pressure,,,
byte,shb10c_35,,,0,Read consent statement - blood pressure,,,
byte,shb20c_01,,,0,Read consent statement - blood glucose,,,
byte,shb20c_02,,,0,Read consent statement - blood glucose,,,
byte,shb20c_03,,,0,Read consent statement - blood glucose,,,
byte,shb20c_04,,,0,Read consent statement - blood glucose,,,
byte,shb20c_05,,,0,Read consent statement - blood glucose,,,
byte,shb20c_06,,,0,Read consent statement - blood glucose,,,
byte,shb20c_07,,,0,Read consent statement - blood glucose,,,
byte,shb20c_08,,,0,Read consent statement - blood glucose,,,
byte,shb20c_09,,,0,Read consent statement - blood glucose,,,
byte,shb20c_10,,,0,Read consent statement - blood glucose,,,
byte,shb20c_11,,,0,Read consent statement - blood glucose,,,
byte,shb20c_12,,,0,Read consent statement - blood glucose,,,
byte,shb20c_13,,,0,Read consent statement - blood glucose,,,
byte,shb20c_14,,,0,Read consent statement - blood glucose,,,
byte,shb20c_15,,,0,Read consent statement - blood glucose,,,
byte,shb20c_16,,,0,Read consent statement - blood glucose,,,
byte,shb20c_17,,,0,Read consent statement - blood glucose,,,
byte,shb20c_18,,,0,Read consent statement - blood glucose,,,
byte,shb20c_19,,,0,Read consent statement - blood glucose,,,
byte,shb20c_20,,,0,Read consent statement - blood glucose,,,
byte,shb20c_21,,,0,Read consent statement - blood glucose,,,
byte,shb20c_22,,,0,Read consent statement - blood glucose,,,
byte,shb20c_23,,,0,Read consent statement - blood glucose,,,
byte,shb20c_24,,,0,Read consent statement - blood glucose,,,
byte,shb20c_25,,,0,Read consent statement - blood glucose,,,
byte,shb20c_26,,,0,Read consent statement - blood glucose,,,
byte,shb20c_27,,,0,Read consent statement - blood glucose,,,
byte,shb20c_28,,,0,Read consent statement - blood glucose,,,
byte,shb20c_29,,,0,Read consent statement - blood glucose,,,
byte,shb20c_30,,,0,Read consent statement - blood glucose,,,
byte,shb20c_31,,,0,Read consent statement - blood glucose,,,
byte,shb20c_32,,,0,Read consent statement - blood glucose,,,
byte,shb20c_33,,,0,Read consent statement - blood glucose,,,
byte,shb20c_34,,,0,Read consent statement - blood glucose,,,
byte,shb20c_35,,,0,Read consent statement - blood glucose,,,
byte,shb23_01,,,0,Consent given for second blood pressure reading,,,
byte,shb23_02,,,0,Consent given for second blood pressure reading,,,
byte,shb23_03,,,0,Consent given for second blood pressure reading,,,
byte,shb23_04,,,0,Consent given for second blood pressure reading,,,
byte,shb23_05,,,0,Consent given for second blood pressure reading,,,
byte,shb23_06,,,0,Consent given for second blood pressure reading,,,
byte,shb23_07,,,0,Consent given for second blood pressure reading,,,
byte,shb23_08,,,0,Consent given for second blood pressure reading,,,
byte,shb23_09,,,0,Consent given for second blood pressure reading,,,
byte,shb23_10,,,0,Consent given for second blood pressure reading,,,
byte,shb23_11,,,0,Consent given for second blood pressure reading,,,
byte,shb23_12,,,0,Consent given for second blood pressure reading,,,
byte,shb23_13,,,0,Consent given for second blood pressure reading,,,
byte,shb23_14,,,0,Consent given for second blood pressure reading,,,
byte,shb23_15,,,0,Consent given for second blood pressure reading,,,
byte,shb23_16,,,0,Consent given for second blood pressure reading,,,
byte,shb23_17,,,0,Consent given for second blood pressure reading,,,
byte,shb23_18,,,0,Consent given for second blood pressure reading,,,
byte,shb23_19,,,0,Consent given for second blood pressure reading,,,
byte,shb23_20,,,0,Consent given for second blood pressure reading,,,
byte,shb23_21,,,0,Consent given for second blood pressure reading,,,
byte,shb23_22,,,0,Consent given for second blood pressure reading,,,
byte,shb23_23,,,0,Consent given for second blood pressure reading,,,
byte,shb23_24,,,0,Consent given for second blood pressure reading,,,
byte,shb23_25,,,0,Consent given for second blood pressure reading,,,
byte,shb23_26,,,0,Consent given for second blood pressure reading,,,
byte,shb23_27,,,0,Consent given for second blood pressure reading,,,
byte,shb23_28,,,0,Consent given for second blood pressure reading,,,
byte,shb23_29,,,0,Consent given for second blood pressure reading,,,
byte,shb23_30,,,0,Consent given for second blood pressure reading,,,
byte,shb23_31,,,0,Consent given for second blood pressure reading,,,
byte,shb23_32,,,0,Consent given for second blood pressure reading,,,
byte,shb23_33,,,0,Consent given for second blood pressure reading,,,
byte,shb23_34,,,0,Consent given for second blood pressure reading,,,
byte,shb23_35,,,0,Consent given for second blood pressure reading,,,
byte,shb27_01,,,0,Consent given for third blood pressure reading,,,
byte,shb27_02,,,0,Consent given for third blood pressure reading,,,
byte,shb27_03,,,0,Consent given for third blood pressure reading,,,
byte,shb27_04,,,0,Consent given for third blood pressure reading,,,
byte,shb27_05,,,0,Consent given for third blood pressure reading,,,
byte,shb27_06,,,0,Consent given for third blood pressure reading,,,
byte,shb27_07,,,0,Consent given for third blood pressure reading,,,
byte,shb27_08,,,0,Consent given for third blood pressure reading,,,
byte,shb27_09,,,0,Consent given for third blood pressure reading,,,
byte,shb27_10,,,0,Consent given for third blood pressure reading,,,
byte,shb27_11,,,0,Consent given for third blood pressure reading,,,
byte,shb27_12,,,0,Consent given for third blood pressure reading,,,
byte,shb27_13,,,0,Consent given for third blood pressure reading,,,
byte,shb27_14,,,0,Consent given for third blood pressure reading,,,
byte,shb27_15,,,0,Consent given for third blood pressure reading,,,
byte,shb27_16,,,0,Consent given for third blood pressure reading,,,
byte,shb27_17,,,0,Consent given for third blood pressure reading,,,
byte,shb27_18,,,0,Consent given for third blood pressure reading,,,
byte,shb27_19,,,0,Consent given for third blood pressure reading,,,
byte,shb27_20,,,0,Consent given for third blood pressure reading,,,
byte,shb27_21,,,0,Consent given for third blood pressure reading,,,
byte,shb27_22,,,0,Consent given for third blood pressure reading,,,
byte,shb27_23,,,0,Consent given for third blood pressure reading,,,
byte,shb27_24,,,0,Consent given for third blood pressure reading,,,
byte,shb27_25,,,0,Consent given for third blood pressure reading,,,
byte,shb27_26,,,0,Consent given for third blood pressure reading,,,
byte,shb27_27,,,0,Consent given for third blood pressure reading,,,
byte,shb27_28,,,0,Consent given for third blood pressure reading,,,
byte,shb27_29,,,0,Consent given for third blood pressure reading,,,
byte,shb27_30,,,0,Consent given for third blood pressure reading,,,
byte,shb27_31,,,0,Consent given for third blood pressure reading,,,
byte,shb27_32,,,0,Consent given for third blood pressure reading,,,
byte,shb27_33,,,0,Consent given for third blood pressure reading,,,
byte,shb27_34,,,0,Consent given for third blood pressure reading,,,
byte,shb27_35,,,0,Consent given for third blood pressure reading,,,
float,sh305_01,,,0,Waist curcumference,,,
float,sh305_02,,,0,Waist curcumference,,,
float,sh305_03,,,0,Waist curcumference,,,
float,sh305_04,,,0,Waist curcumference,,,
float,sh305_05,,,0,Waist curcumference,,,
float,sh305_06,,,0,Waist curcumference,,,
float,sh305_07,,,0,Waist curcumference,,,
float,sh305_08,,,0,Waist curcumference,,,
float,sh305_09,,,0,Waist curcumference,,,
float,sh305_10,,,0,Waist curcumference,,,
float,sh305_11,,,0,Waist curcumference,,,
float,sh305_12,,,0,Waist curcumference,,,
float,sh305_13,,,0,Waist curcumference,,,
float,sh305_14,,,0,Waist curcumference,,,
float,sh305_15,,,0,Waist curcumference,,,
float,sh305_16,,,0,Waist curcumference,,,
float,sh305_17,,,0,Waist curcumference,,,
float,sh305_18,,,0,Waist curcumference,,,
float,sh305_19,,,0,Waist curcumference,,,
float,sh305_20,,,0,Waist curcumference,,,
float,sh305_21,,,0,Waist curcumference,,,
float,sh305_22,,,0,Waist curcumference,,,
float,sh305_23,,,0,Waist curcumference,,,
float,sh305_24,,,0,Waist curcumference,,,
float,sh305_25,,,0,Waist curcumference,,,
float,sh305_26,,,0,Waist curcumference,,,
float,sh305_27,,,0,Waist curcumference,,,
float,sh305_28,,,0,Waist curcumference,,,
float,sh305_29,,,0,Waist curcumference,,,
float,sh305_30,,,0,Waist curcumference,,,
float,sh305_31,,,0,Waist curcumference,,,
float,sh305_32,,,0,Waist curcumference,,,
float,sh305_33,,,0,Waist curcumference,,,
float,sh305_34,,,0,Waist curcumference,,,
float,sh305_35,,,0,Waist curcumference,,,
float,sh306_01,,,0,Hip curcumference,,,
float,sh306_02,,,0,Hip curcumference,,,
float,sh306_03,,,0,Hip curcumference,,,
float,sh306_04,,,0,Hip curcumference,,,
float,sh306_05,,,0,Hip curcumference,,,
float,sh306_06,,,0,Hip curcumference,,,
float,sh306_07,,,0,Hip curcumference,,,
float,sh306_08,,,0,Hip curcumference,,,
float,sh306_09,,,0,Hip curcumference,,,
float,sh306_10,,,0,Hip curcumference,,,
float,sh306_11,,,0,Hip curcumference,,,
float,sh306_12,,,0,Hip curcumference,,,
float,sh306_13,,,0,Hip curcumference,,,
float,sh306_14,,,0,Hip curcumference,,,
float,sh306_15,,,0,Hip curcumference,,,
float,sh306_16,,,0,Hip curcumference,,,
float,sh306_17,,,0,Hip curcumference,,,
float,sh306_18,,,0,Hip curcumference,,,
float,sh306_19,,,0,Hip curcumference,,,
float,sh306_20,,,0,Hip curcumference,,,
float,sh306_21,,,0,Hip curcumference,,,
float,sh306_22,,,0,Hip curcumference,,,
float,sh306_23,,,0,Hip curcumference,,,
float,sh306_24,,,0,Hip curcumference,,,
float,sh306_25,,,0,Hip curcumference,,,
float,sh306_26,,,0,Hip curcumference,,,
float,sh306_27,,,0,Hip curcumference,,,
float,sh306_28,,,0,Hip curcumference,,,
float,sh306_29,,,0,Hip curcumference,,,
float,sh306_30,,,0,Hip curcumference,,,
float,sh306_31,,,0,Hip curcumference,,,
float,sh306_32,,,0,Hip curcumference,,,
float,sh306_33,,,0,Hip curcumference,,,
float,sh306_34,,,0,Hip curcumference,,,
float,sh306_35,,,0,Hip curcumference,,,
byte,shb303rc_01,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_02,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_03,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_04,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_05,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_06,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_07,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_08,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_09,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_10,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_11,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_12,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_13,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_14,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_15,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_16,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_17,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_18,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_19,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_20,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_21,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_22,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_23,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_24,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_25,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_26,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_27,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_28,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_29,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_30,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_31,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_32,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_33,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_34,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb303rc_35,,,0,Refusal due to COVID-19 (QH205),,,
byte,shb304rc_01,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_02,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_03,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_04,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_05,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_06,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_07,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_08,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_09,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_10,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_11,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_12,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_13,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_14,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_15,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_16,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_17,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_18,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_19,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_20,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_21,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_22,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_23,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_24,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_25,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_26,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_27,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_28,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_29,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_30,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_31,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_32,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_33,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_34,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb304rc_35,,,0,Refusal due to COVID-19 (QH304),,,
byte,shb305rc_01,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_02,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_03,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_04,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_05,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_06,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_07,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_08,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_09,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_10,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_11,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_12,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_13,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_14,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_15,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_16,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_17,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_18,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_19,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_20,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_21,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_22,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_23,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_24,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_25,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_26,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_27,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_28,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_29,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_30,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_31,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_32,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_33,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_34,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb305rc_35,,,0,Refusal due to COVID-19 (QH305),,,
byte,shb306rc_01,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_02,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_03,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_04,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_05,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_06,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_07,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_08,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_09,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_10,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_11,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_12,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_13,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_14,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_15,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_16,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_17,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_18,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_19,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_20,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_21,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_22,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_23,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_24,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_25,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_26,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_27,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_28,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_29,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_30,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_31,,,0,Refusal due to COVID-19 (QH306),,,
